Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 2	Serie N.º 2	Serie N.º 2	Serie N.º 3	Serie N.º 3	Serie N.º 3	Serie N.º 4	Serie N.º 4	Serie N.º 4	Serie N.º 5	Serie N.º 5	Serie N.º 5	Serie N.º 6	Serie N.º 6	Serie N.º 6	Serie N.º 7	Serie N.º 7	Serie N.º 7	Serie N.º 8	Serie N.º 8	Serie N.º 8	Serie N.º 9	Serie N.º 9	Serie N.º 9
Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)
2,150	-0,46	0,028	8,600	-0,24	0,004	8,600	-0,24	8,820E-4	8,600	-0,14	0,009	8,600	-0,12	4,181E-4	8,600	-0,12	-7,273E-4	8,600	-0,10	0,004	8,600	-0,12	0,002	8,600	-0,12	0,001
2,175	-0,40	-0,025	8,700	-0,23	0,007	8,700	-0,24	8,867E-4	8,700	-0,14	0,006	8,700	-0,12	7,025E-4	8,700	-0,12	2,437E-4	8,700	-0,12	0,009	8,700	-0,12	0,007	8,700	-0,13	0,001
2,200	-0,26	0,010	8,800	-0,24	0,003	8,800	-0,24	8,844E-4	8,800	-0,13	0,003	8,800	-0,12	8,048E-4	8,800	-0,12	6,510E-4	8,800	-0,13	0,003	8,800	-0,11	0,004	8,800	-0,11	0,002
2,225	-0,32	-0,009	8,900	-0,25	0,002	8,900	-0,24	8,778E-4	8,900	-0,14	0,002	8,900	-0,12	9,744E-4	8,900	-0,12	8,022E-4	8,900	-0,11	-0,007	8,900	-0,12	0,002	8,900	-0,11	0,002
2,250	-0,34	0,009	9,000	-0,25	0,001	9,000	-0,24	9,102E-4	9,000	-0,14	0,001	9,000	-0,13	0,001	9,000	-0,12	9,624E-4	9,000	-0,11	-0,004	9,000	-0,12	0,001	9,000	-0,12	0,005
2,275	-0,33	-0,009	9,100	-0,24	0,001	9,100	-0,24	8,984E-4	9,100	-0,13	0,001	9,100	-0,12	0,002	9,100	-0,12	0,001	9,100	-0,13	-9,722E-4	9,100	-0,12	9,904E-4	9,100	-0,12	0,009
2,300	-0,38	0,010	9,200	-0,24	0,001	9,200	-0,24	8,604E-4	9,200	-0,14	9,486E-4	9,200	-0,12	0,003	9,200	-0,12	0,001	9,200	-0,13	8,545E-5	9,200	-0,11	8,207E-4	9,200	-0,11	0,003
2,325	-0,32	-0,008	9,300	-0,24	7,157E-4	9,300	-0,24	9,103E-4	9,300	-0,14	7,821E-4	9,300	-0,13	0,005	9,300	-0,12	0,002	9,300	-0,11	5,667E-4	9,300	-0,12	5,942E-4	9,300	-0,12	-0,007
2,350	-0,25	0,010	9,400	-0,25	-9,888E-6	9,400	-0,24	8,635E-4	9,400	-0,14	5,182E-4	9,400	-0,12	0,009	9,400	-0,12	0,003	9,400	-0,12	7,954E-4	9,400	-0,13	1,561E-4	9,400	-0,13	-0,004
2,375	-0,30	-0,008	9,500	-0,25	-6,742E-4	9,500	-0,24	8,868E-4	9,500	-0,13	-9,253E-5	9,500	-0,12	-3,308E-5	9,500	-0,12	0,007	9,500	-0,13	9,818E-4	9,500	-0,12	-0,001	9,500	-0,12	-0,001
2,400	-0,34	0,010	9,600	-0,24	-0,003	9,600	-0,24	9,171E-4	9,600	-0,14	-0,002	9,600	-0,12	-0,007	9,600	-0,12	0,006	9,600	-0,12	0,001	9,600	-0,12	-0,004	9,600	-0,11	1,329E-4
2,425	-0,36	-0,008	9,700	-0,24	-0,005	9,700	-0,24	8,721E-4	9,700	-0,14	-0,005	9,700	-0,12	-0,003	9,700	-0,12	-0,005	9,700	-0,11	0,001	9,700	-0,12	-0,003	9,700	-0,12	5,773E-4
2,450	-0,35	0,011	9,800	-0,24	0,001	9,800	-0,24	8,920E-4	9,800	-0,13	-0,006	9,800	-0,13	-7,305E-4	9,800	-0,12	-0,005	9,800	-0,12	0,002	9,800	-0,13	0,006	9,800	-0,12	8,073E-4
2,475	-0,28	-0,008	9,900	-0,24	0,007	9,900	-0,24	9,150E-4	9,900	-0,14	0,006	9,900	-0,18	2,236E-4	9,900	-0,12	-0,001	9,900	-0,13	0,003	9,900	-0,11	0,005	9,900	-0,13	0,001
2,500	-0,28	0,010	10,000	-0,24	0,004	10,000	-0,24	9,097E-4	10,000	-0,14	0,008	10,000	-0,11	6,411E-4	10,000	-0,12	-6,458E-5	10,000	-0,12	0,007	10,000	-0,11	0,003	10,000	-0,11	0,001
2,525	-0,32	-0,009	10,100	-0,24	0,002	10,100	-0,24	9,130E-4	10,100	-0,14	0,004	10,100	-0,19	7,571E-4	10,100	-0,12	4,747E-4	10,100	-0,11	0,008	10,100	-0,12	0,001	10,100	-0,12	0,001
2,550	-0,33	0,010	10,200	-0,24	0,001	10,200	-0,24	8,942E-4	10,200	-0,14	0,002	10,200	-0,19	9,058E-4	10,200	-0,12	7,296E-4	10,200	-0,12	-0,004	10,200	-0,12	0,001	10,200	-0,13	0,002
2,575	-0,36	-0,009	10,300	-0,23	0,001	10,300	-0,24	9,188E-4	10,300	-0,14	0,001	10,300	-0,25	0,001	10,300	-0,12	8,887E-4	10,300	-0,12	-0,006	10,300	-0,11	9,274E-4	10,300	-0,10	0,004
2,600	-0,32	0,010	10,400	-0,24	8,705E-4	10,400	-0,24	8,944E-4	10,400	-0,14	0,001	10,400	-0,25	0,001	10,400	-0,12	0,001	10,400	-0,11	-0,002	10,400	-0,12	7,904E-4	10,400	-0,13	0,007
2,625	-0,26	-0,009	10,500	-0,24	7,324E-4	10,500	-0,24	9,055E-4	10,500	-0,13	9,420E-4	10,500	-0,03	0,002	10,500	-0,12	0,001	10,500	-0,12	-2,732E-4	10,500	-0,13	4,539E-4	10,500	-0,10	0,007
2,650	-0,30	0,010	10,600	-0,25	4,862E-4	10,600	-0,24	8,756E-4	10,600	-0,13	8,024E-4	10,600	-0,02	0,004	10,600	-0,12	0,002	10,600	-0,12	3,746E-4	10,600	-0,12	-1,554E-4	10,600	-0,14	-0,005
2,675	-0,33	-0,009	10,700	-0,24	-3,662E-7	10,700	-0,24	8,617E-4	10,700	-0,14	5,511E-4	10,700	0,08	0,007	10,700	-0,12	0,003	10,700	-0,12	6,945E-4	10,700	-0,11	-0,002	10,700	-0,10	-0,005
2,700	-0,35	0,010	10,800	-0,24	-0,001	10,800	-0,24	8,750E-4	10,800	-0,14	1,465E-4	10,800	-0,11	0,005	10,800	-0,12	0,005	10,800	-0,11	9,084E-4	10,800	-0,12	-0,005	10,800	-0,15	-0,002
2,725	-0,34	-0,010	10,900	-0,24	-0,005	10,900	-0,24	8,857E-4	10,900	-0,13	-7,162E-4	10,900	-0,15	-0,006	10,900	-0,12	0,009	10,900	-0,12	0,001	10,900	-0,12	-0,001	10,900	-0,11	-9,802E-5
2,750	-0,30	0,010	11,000	-0,24	-0,004	11,000	-0,24	8,872E-4	11,000	-0,14	-0,003	11,000	-0,13	-0,004	11,000	-0,12	8,800E-4	11,000	-0,12	0,001	11,000	-0,12	0,006	11,000	-0,12	4,998E-4
2,775	-0,29	-0,010	11,100	-0,25	0,006	11,100	-0,24	8,864E-4	11,100	-0,14	-0,007	11,100	-0,09	-0,001	11,100	-0,12	-0,007	11,100	-0,12	0,002	11,100	-0,12	0,005	11,100	-0,09	7,129E-4
2,800	-0,31	0,010	11,200	-0,26	0,007	11,200	-0,24	9,036E-4	11,200	-0,13	3,219E-4	11,200	-0,13	2,832E-5	11,200	-0,13	-0,003	11,200	-0,12	0,003	11,200	-0,12	0,002	11,200	-0,10	8,669E-4
2,825	-0,33	-0,009	11,300	-0,25	0,002	11,300	-0,24	8,539E-4	11,300	-0,14	0,009	11,300	-0,15	5,790E-4	11,300	-0,12	-7,313E-4	11,300	-0,12	0,005	11,300	-0,12	0,002	11,300	-0,17	0,001
2,850	-0,35	0,010	11,400	-0,25	8,729E-4	11,400	-0,24	8,936E-4	11,400	-0,14	0,005	11,400	-0,11	7,780E-4	11,400	-0,12	2,113E-4	11,400	-0,12	0,009	11,400	-0,12	0,001	11,400	-0,10	0,001
2,875	-0,33	-0,009	11,500	-0,24	8,346E-4	11,500	-0,24	8,744E-4	11,500	-0,14	0,003	11,500	-0,10	9,611E-4	11,500	-0,12	6,293E-4	11,500	-0,13	-1,127E-4	11,500	-0,12	9,316E-4	11,500	-0,11	0,002
2,900	-0,29	0,010	11,600	-0,25	8,568E-4	11,600	-0,24	8,573E-4	11,600	-0,13	0,002	11,600	-0,15	0,001	11,600	-0,12	8,058E-4	11,600	-0,12	-0,007	11,600	-0,13	7,522E-4	11,600	-0,16	0,003
2,925	-0,30	-0,009	11,700	-0,24	8,308E-4	11,700	-0,24	8,795E-4	11,700	-0,14	0,001	11,700	-0,12	0,001	11,700	-0,12	9,055E-4	11,700	-0,12	-0,003	11,700	-0,11	4,969E-4	11,700	-0,13	0,005
2,950	-0,33	0,011	11,800	-0,25	8,525E-4	11,800	-0,24	8,352E-4	11,800	-0,14	9,581E-4	11,800	-0,10	0,002	11,800	-0,12	0,001	11,800	-0,12	-6,257E-4	11,800	-0,12	2,441E-6	11,800	-0,08	0,009
2,975	-0,33	-0,009	11,900	-0,24	8,457E-4	11,900	-0,24	9,061E-4	11,900	-0,14	8,324E-4	11,900	-0,12	0,003	11,900	-0,12	0,001	11,900	-0,12	2,694E-4	11,900	-0,12	-0,001	11,900	-0,14	-1,561E-4
3,000	-0,35	0,011	12,000	-0,25	8,600E-4	12,000	-0,24	8,932E-4	12,000	-0,14	6,476E-4	12,000	-0,14	0,005	12,000	-0,12	0,002	12,000	-0,12	6,309E-4	12,000	-0,12	-0,005	12,000	-0,14	-0,007
3,025	-0,30	-0,008	12,100	-0,25	8,683E-4	12,100	-0,24	9,482E-4	12,100	-0,14	4,430E-4	12,100	-0,12	0,009	12,100	-0,12	0,003	12,100	-0,11	8,644E-4	12,100	-0,12	-0,005	12,100	-0,08	-0,003
3,050	-0,28	0,010	12,200	-0,25	8,503E-4	12,200	-0,24	9,224E-4	12,200	-0,14	-5,408E-5	12,200	-0,10	-7,317E-4	12,200	-0,12	0,007	12,200	-0,13	9,916E-4	12,200	-0,12	0,006	12,200	-0,09	-6,420E-4
3,075	-0,33	-0,008	12,300	-0,25	8,386E-4	12,300	-0,24	9,314E-4	12,300	-0,14	-0,001	12,300	-0,14	-0,007	12,300	-0,13	0,006	12,300	-0,11	0,001	12,300	-0,12	0,007	12,300	-0,12	3,013E-4
3,100	-0,33	0,010	12,400	-0,24	8,657E-4	12,400	-0,24	8,986E-4	12,400	-0,14	-0,005	12,400	-0,13	-0,003	12,400	-0,12	-0,006	12,400	-0,12	0,001	12,400	-0,12	0,003	12,400	-0,11	6,532E-4
3,125	-0,33	-0,008	12,500	-0,25	8,511E-4	12,500	-0,24	8,749E-4	12,500	-0,14	-0,006	12,500	-0,11	-6,737E-4	12,500	-0,12	-0,005	12,500	-0,12	0,002	12,500	-0,12	0,002	12,500	-0,08	8,083E-4
3,150	-0,35	0,010	12,600	-0,24	8,341E-4	12,600	-0,24	9,058E-4	12,600	-0,13	0,005	12,600	-0,11	1,818E-4	12,600	-0,12	-0,001	12,600	-0,12	0,004	12,600	-0,12	0,001	12,600	-0,12	9,351E-4
3,175	-0,27	-0,008	12,700	-0,25	8,992E-4	12,700	-0,24	8,953E-4	12,700	-0,14	0,007	12,700	-0,14	5,253E-4	12,700	-0,12	-3,418E-5	12,700	-0,12	0,007	12,700	-0,12	0,001	12,700	-0,14	0,001
3,200	-0,30	0,010	12,800	-0,25	8,781E-4	12,800	-0,24	8,883E-4	12,800	-0,14	0,004	12,800	-0,13	7,354E-4	12,800	-0,12	4,314E-4	12,800	-0,12	0,005	12,800	-0,12	8,496E-4	12,800	-0,11	0,001
3,225	-0,35	-0,008	12,900	-0,25	8,448E-4	12,900	-0,24	8,994E-4	12,900	-0,14	0,002	12,900	-0,11	8,556E-4	12,900	-0,12	7,046E-4	12,900	-0,12	-0,006	12,900	-0,12	7,020E-4	12,900	-0,10	0,002
3,250	-0,32	0,010	13,000	-0,25	8,607E-4	13,000	-0,24	8,917E-4	13,000	-0,14	0,001	13,000	-0,12	0,001	13,000	-0,12	8,923E-4	13,000	-0,13	-0,005	13,000	-0,12	3,721E-4	13,000	-0,14	0,003
3,275	-0,32	-0,007	13,100	-0,24	9,110E-4	13,100	-0,24	8,856E-4	13,100	-0,14	0,001	13,100	-0,14	0,001	13,100	-0,12	9,788E-4	13,100	-0,11	-0,001	13,100	-0,12	-3,112E-4	13,100	-0,14	0,007
3,300	-0,32	0,009	13,200	-0,25	8,706E-4	13,200	-0,24	8,788E-4	13,200	-0,14	9,099E-4	13,200	-0,12	0,002	13,200	-0,12	0,001	13,200	-0,12	6,250E-5	13,200	-0,12	-0,002	13,200	-0,11	0,006
3,325	-0,28	-0,007	13,300	-0,25	8,458E-4	13,300	-0,24	8,907E-4	13,300	-0,14	8,086E-4	13,300	-0,11	0,004	13,300	-0,12	0,002	13,300	-0,12	5,588E-4	13,300	-0,12	-0,006	13,300	-0,11	-0,006
3,350	-0,31	0,009	13,400	-0,25	8,597E-4	13,400	-0,24	8,718E-4	13,400	-0,13	6,161E-4	13,400	-0,13	0,008	13,400	-0,12	0,003	13,400	-0,12	7,990E-4	13,400	-0,12	-0,004	13,400	-0,14	-0,005
3,375	-0,35	-0,007	13,500	-0,25	8,361E-4	13,500	-0,24	8,523E-4	13,500	-0,14	2,872E-4	13,500	-0,13	0,004	13,500	-0,12	0,006	13,500	-0,13	9,069E-4	13,500	-0,12	0,007	13,500	-0,13	-0,001
3,400	-0,33	0,008	13,600	-0,25	8,575E-4	13,600	-0,24	8,524E-4	13,600	-0,14	-4,684E-4	13,600	-0,11	-0,006	13,600	-0,12	0,008	13,600	-0,11	0,001	13,600	-0,12	0,006	13,600	-0,11	-5,090E-5
3,425	-0,30	-0,007	13,700	-0,24	9,037E-4	13,700	-0,24	9,036E-4	13,700	-0,13	-0,003	13,700	-0,12	-0,004	13,700	-0,13	-5,233E-4	13,700	-0,12	0,001	13,700	-0,11	0,003	13,700	-0,12	4,702E-4
3,450	-0,31	0,008	13,800	-0,25	8,815E-4	13,800	-0,24	8,546E-4	13,800	-0,14	-0,007	13,800	-0,13	-0,001	13,800	-0,12	-0,007	13,800	-0,12	0,002	13,800	-0,12	0,002	13,800	-0,13	7,432E-4
3,475	-0,28	-0,007	13,900	-0,25	8,708E-4	13,900	-0,24	8,868E-4	13,900	-0,14	-0,002	13,900	-0,12	5,139E-5	13,900	-0,12	-0,003	13,900	-0,12	0,003	13,900	-0,12	0,001	13,900	-0,11	8,468E-4
3,500	-0,34	0,008	14,000	-0,25	9,028E-4	14,000	-0,23	8,898E-4	14,000	-0,13	0,008	14,000	-0,11	4,941E-4	14,000	-0,12	-6,489E-4	14,000	-0,12	0,005	14,000	-0,12	0,001	14,000	-0,09	9,757E-4
3,525	-0,35	-0,007	14,100	-0,24	8,795E-4	14,100	-0,24	8,831E-4	14,100	-0,14	0,006	14,100	-0,13	7,327E-4	14,100	-0,12	2,532E-4	14,100	-0,12	0,009	14,100	-0,12	8,779E-4	14,100	-0,12	0,001
3,550	-0,30	0,008	14,200	-0,25	9,052E-4	14,200	-0,24	8,688E-4	14,200	-0,14	0,003	14,200	-0,13	8,663E-4	14,200	-0,12	6,064E-4	14,200	-0,12	2,394E-4	14,200	-0,12	7,190E-4	14,200	-0,12	0,002
3,575	-0,30	-0,007	14,300	-0,24	8,846E-4	14,300	-0,24	8,888E-4	14,300	-0,14	0,002	14,300	-0,11	0,001	14,300	-0,12	8,486E-4	14,300	-0,12	-0,007	14,300	-0,12	3,730E-4	14,300	-0,10	0,003
3,600	-0,30	0,008	14,400	-0,25	8,816E-4	14,400	-0,25	9,037E-4	14,400	-0,13	0,001	14,400	-0,12	0,001	14,400	-0,12	0,001	14,400	-0,11	-0,003	14,400	-0,12	-2,739E-4	14,400	-0,10	0,005
3,625	-0,31	-0,007	14,500	-0,24	8,846E-4	14,500	-0,24	8,757E-4	14,500	-0,13	9,851E-4	14,500	-0,13	0,002	14,500	-0,12	0,001	14,500	-0,12	-7,627E-4	14,500	-0,12	-0,002	14,500	-0,13	0,009
3,650	-0,34	0,007	14,600	-0,24	8,822E-4	14,600	-0,25	9,156E-4	14,600	-0,14	9,033E-4	14,600	-0,12	0,003	14,600	-0,12	0,001	14,600	-0,12	2,273E-4	14,600	-0,12	-0,006	14,600	-0,12	6,088E-4
3,675	-0,32	-0,006	14,700	-0,25	8,618E-4	14,700	-0,23	8,796E-4	14,700	-0,13	7,784E-4	14,700	-0,12	0,006	14,700	-0,12	0,002	14,700	-0,12	5,624E-4	14,700	-0,12	-0,005	14,700	-0,11	-0,007
3,700	-0,31	0,008	14,800	-0,24	8,459E-4	14,800	-0,24	8,871E-4	14,800	-0,14	5,177E-4	14,800	-0,12	0,007	14,800	-0,12	0,004	14,800	-0,12	7,522E-4	14,800	-0,12	0,007	14,800	-0,12	-0,003
3,725	-0,30	-0,006	14,900	-0,25	8,503E-4	14,900	-0,24	9,226E-4	14,900	-0,13	-3,125E-5	14,900	-0,14	-0,002	14,900	-0,12	0,008	14,900	-0,11	8,752E-4	14,900	-0,12	0,007	14,900	-0,14	-7,391E-4
3,750	-0,29	0,007	15,000	-0,25	8,651E-4	15,000	-0,24	9,271E-4	15,000	-0,13	-0,001	15,000	-0,12	-0,006	15,000	-0,12	0,006	15,000	-0,10	0,001	15,000	-0,12	0,003	15,000	-0,12	2,257E-4
3,775	-0,34	-0,006	15,100	-0,24	8,523E-4	15,100	-0,24	9,098E-4	15,100	-0,14	-0,004	15,100	-0,11	-0,002	15,100	-0,12	-0,006	15,100	-0,17	0,001	15,100	-0,12	0,002	15,100	-0,11	5,498E-4
3,800	-0,33	0,008	15,200	-0,25	8,782E-4	15,200	-0,24	9,216E-4	15,200	-0,14	-0,006	15,200	-0,13	-4,430E-4	15,200	-0,12	-0,006	15,200	-0,10	0,002	15,200	-0,12	0,001	15,200	-0,13	8,116E-4
3,825	-0,32	-0,006	15,300	-0,25	8,599E-4	15,300	-0,24	9,100E-4	15,300	-0,14	0,005	15,300	-0,12	3,114E-4	15,300	-0,12	-0,002	15,300	-0,08	0,004	15,300	-0,12	0,001	15,300	-0,13	9,635E-4
3,850	-0,30	0,007	15,400	-0,24	8,365E-4	15,400	-0,24	9,165E-4	15,400	-0,14	0,007	15,400	-0,12	6,349E-4	15,400	-0,12	-1,896E-4	15,400	-0,18	0,007	15,400	-0,12	9,197E-4	15,400	-0,11	0,001
3,875	-0,29	-0,006	15,500	-0,25	8,477E-4	15,500	-0,24	8,578E-4	15,500	-0,14	0,004	15,500	-0,11	8,512E-4	15,500	-0,12	5,457E-4	15,500	-0,10	0,005	15,500	-0,12	7,621E-4	15,500	-0,11	0,001
3,900	-0,35	0,007	15,600	-0,24	8,058E-4	15,600	-0,24	9,052E-4	15,600	-0,13	0,002	15,600	-0,13	9,702E-4	15,600	-0,13	8,020E-4	15,600	-0,11	-0,006	15,600	-0,12	5,228E-4	15,600	-0,12	0,002
3,925	-0,31	-0,006	15,700	-0,24	8,152E-4	15,700	-0,24	9,095E-4	15,700	-0,14	0,001	15,700	-0,12	0,001	15,700	-0,12	9,364E-4	15,700	-0,13	-0,004	15,700	-0,12	5,078E-5	15,700	-0,12	0,004
3,950	-0,32	0,008	15,800	-0,25	8,182E-4	15,800	-0,24	8,746E-4	15,800	-0,13	0,001	15,800	-0,12	0,001	15,800	-0,12	0,001	15,800	-0,14	-0,001	15,800	-0,12	-0,001	15,800	-0,10	0,007
3,975	-0,32	-0,006	15,900	-0,24	8,623E-4	15,900	-0,24	9,408E-4	15,900	-0,14	9,520E-4	15,900	-0,12	0,002	15,900	-0,12	0,001	15,900	-0,10	-1,794E-5	15,900	-0,11	-0,004	15,900	-0,11	0,006
4,000	-0,31	0,008	16,000	-0,25	8,757E-4	16,000	-0,24	8,694E-4	16,000	-0,14	7,913E-4	16,000	-0,13	0,004	16,000	-0,12	0,002	16,000	-0,12	4,900E-4	16,000	-0,12	-0,007	16,000	-0,12	-0,006
4,025	-0,31	-0,006	16,100	-0,25	9,053E-4	16,100	-0,24	8,407E-4	16,100	-0,12	6,041E-4	16,100	-0,11	0,009	16,100	-0,12	0,003	16,100	-0,13	7,180E-4	16,100	-0,12	0,003	16,100	-0,11	-0,005
4,050	-0,31	0,008	16,200	-0,23	8,612E-4	16,200	-0,24	9,115E-4	16,200	-0,15	2,229E-4	16,200	-0,12	0,004	16,200	-0,12	0,006	16,200	-0,12	9,022E-4	16,200	-0,12	0,008	16,200	-0,10	-0,001
4,075	-0,34	-0,006	16,300	-0,26	9,066E-4	16,300	-0,24	9,036E-4	16,300	-0,14	-6,310E-4	16,300	-0,13	-0,007	16,300	-0,12	0,008	16,300	-0,11	0,001	16,300	-0,12	0,004	16,300	-0,12	-8,215E-5
4,100	-0,33	0,008	16,400	-0,24	8,673E-4	16,400	-0,24	8,943E-4	16,400	-0,13	-0,003	16,400	-0,12	-0,005	16,400	-0,12	-0,002	16,400	-0,12	0,001	16,400	-0,12	0,002	16,400	-0,13	5,575E-4
4,125	-0,29	-0,006	16,500	-0,25	8,348E-4	16,500	-0,24	8,978E-4	16,500	-0,14	-0,006	16,500	-0,12	-0,001	16,500	-0,12	-0,007	16,500	-0,14	0,002	16,500	-0,12	0,002	16,500	-0,12	8,168E-4
4,150	-0,31	0,007	16,600	-0,24	8,812E-4	16,600	-0,24	8,927E-4	16,600	-0,14	-0,002	16,600	-0,13	-8,228E-5	16,600	-0,12	-0,002	16,600	-0,11	0,003	16,600	-0,12	0,001	16,600	-0,12	9,459E-4
4,175	-0,32	-0,006	16,700	-0,25	8,651E-4	16,700	-0,24	8,875E-4	16,700	-0,13	0,008	16,700	-0,12	4,429E-4	16,700	-0,12	-3,901E-4	16,700	-0,14	0,006	16,700	-0,12	9,480E-4	16,700	-0,13	0,001
4,200	-0,32	0,007	16,800	-0,25	8,602E-4	16,800	-0,24	9,098E-4	16,800	-0,13	0,006	16,800	-0,12	6,796E-4	16,800	-0,12	3,719E-4	16,800	-0,09	0,008	16,800	-0,12	8,229E-4	16,800	-0,13	0,001
4,225	-0,34	-0,006	16,900	-0,23	8,879E-4	16,900	-0,24	9,540E-4	16,900	-0,14	0,003	16,900	-0,12	8,751E-4	16,900	-0,12	7,373E-4	16,900	-0,15	-0,001	16,900	-0,12	6,375E-4	16,900	-0,12	0,002
4,250	-0,32	0,007	17,000	-0,25	8,682E-4	17,000	-0,24	9,043E-4	17,000	-0,14	0,002	17,000	-0,13	0,001	17,000	-0,12	8,859E-4	17,000	-0,12	-0,006	17,000	-0,12	3,121E-4	17,000	-0,12	0,003
4,275	-0,30	-0,006	17,100	-0,24	8,719E-4	17,100	-0,24	8,778E-4	17,100	-0,13	0,001	17,100	-0,11	0,001	17,100	-0,12	0,001	17,100	-0,09	-0,003	17,100	-0,12	-5,725E-4	17,100	-0,13	0,005
4,300	-0,31	0,007	17,200	-0,25	8,082E-4	17,200	-0,25	9,119E-4	17,200	-0,14	0,001	17,200	-0,12	0,002	17,200	-0,12	0,001	17,200	-0,13	-5,854E-4	17,200	-0,12	-0,003	17,200	-0,12	0,007
4,325	-0,32	-0,006	17,300	-0,24	8,547E-4	17,300	-0,24	8,866E-4	17,300	-0,15	8,713E-4	17,300	-0,12	0,003	17,300	-0,13	0,002	17,300	-0,14	2,552E-4	17,300	-0,12	-0,006	17,300	-0,11	-1,667E-4
4,350	-0,33	0,007	17,400	-0,25	8,265E-4	17,400	-0,24	8,669E-4	17,400	-0,12	6,567E-4	17,400	-0,13	0,007	17,400	-0,12	0,003	17,400	-0,11	6,251E-4	17,400	-0,12	0,001	17,400	-0,12	-0,006
4,375	-0,34	-0,006	17,500	-0,25	8,502E-4	17,500	-0,24	8,771E-4	17,500	-0,14	4,280E-4	17,500	-0,13	0,008	17,500	-0,12	0,005	17,500	-0,11	8,367E-4	17,500	-0,12	0,007	17,500	-0,12	-0,003
4,400	-0,30	0,007	17,600	-0,24	8,021E-4	17,600	-0,24	8,662E-4	17,600	-0,14	-7,068E-5	17,600	-0,10	-0,004	17,600	-0,12	0,009	17,600	-0,12	9,869E-4	17,600	-0,12	0,004	17,600	-0,11	-5,463E-4
4,425	-0,29	-0,006	17,700	-0,25	8,468E-4	17,700	-0,24	9,009E-4	17,700	-0,14	-0,001	17,700	-0,13	-0,006	17,700	-0,13	-7,582E-4	17,700	-0,14	0,001	17,700	-0,12	0,002	17,700	-0,10	2,772E-4
4,450	-0,33	0,007	17,800	-0,25	8,195E-4	17,800	-0,24	9,136E-4	17,800	-0,13	-0,004	17,800	-0,12	-0,002	17,800	-0,12	-0,007	17,800	-0,10	0,001	17,800	-0,12	0,001	17,800	-0,11	6,862E-4
4,475	-0,32	-0,006	17,900	-0,24	8,396E-4	17,900	-0,24	9,131E-4	17,900	-0,14	-0,008	17,900	-0,11	-3,278E-4	17,900	-0,12	-0,003	17,900	-0,11	0,002	17,900	-0,12	0,001	17,900	-0,11	8,459E-4
4,500	-0,32	0,007	18,000	-0,25	8,169E-4	18,000	-0,24	8,894E-4	18,000	-0,14	0,004	18,000	-0,13	3,573E-4	18,000	-0,12	-6,173E-4	18,000	-0,13	0,004	18,000	-0,12	8,960E-4	18,000	-0,11	9,956E-4
4,525	-0,33	-0,006	18,100	-0,24	8,700E-4	18,100	-0,24	9,119E-4	18,100	-0,14	0,009	18,100	-0,12	6,542E-4	18,100	-0,12	2,429E-4	18,100	-0,13	0,008	18,100	-0,12	7,324E-4	18,100	-0,11	0,001
4,550	-0,28	0,007	18,200	-0,25	8,344E-4	18,200	-0,24	8,969E-4	18,200	-0,13	0,005	18,200	-0,13	8,378E-4	18,200	-0,12	6,096E-4	18,200	-0,10	0,006	18,200	-0,12	5,042E-4	18,200	-0,13	0,001
4,575	-0,31	-0,006	18,300	-0,25	8,745E-4	18,300	-0,24	9,185E-4	18,300	-0,14	0,002	18,300	-0,11	9,874E-4	18,300	-0,12	7,938E-4	18,300	-0,13	-0,007	18,300	-0,12	4,041E-5	18,300	-0,12	0,002
4,600	-0,34	0,007	18,400	-0,23	9,106E-4	18,400	-0,24	9,124E-4	18,400	-0,14	0,001	18,400	-0,12	0,001	18,400	-0,12	9,639E-4	18,400	-0,14	-0,005	18,400	-0,12	-0,001	18,400	-0,12	0,004
4,625	-0,34	-0,006	18,500	-0,25	8,645E-4	18,500	-0,24	8,998E-4	18,500	-0,13	0,001	18,500	-0,13	0,002	18,500	-0,12	0,001	18,500	-0,11	-0,002	18,500	-0,12	-0,004	18,500	-0,12	0,008
4,650	-0,36	0,007	18,600	-0,24	8,861E-4	18,600	-0,24	9,012E-4	18,600	-0,14	8,754E-4	18,600	-0,12	0,003	18,600	-0,12	0,002	18,600	-0,10	-1,292E-4	18,600	-0,12	-0,006	18,600	-0,13	0,007
4,675	-0,30	-0,006	18,700	-0,25	8,590E-4	18,700	-0,24	8,959E-4	18,700	-0,14	7,695E-4	18,700	-0,11	0,006	18,700	-0,12	0,002	18,700	-0,13	4,528E-4	18,700	-0,12	0,003	18,700	-0,12	-0,006
4,700	-0,31	0,007	18,800	-0,25	8,623E-4	18,800	-0,24	9,092E-4	18,800	-0,14	5,951E-4	18,800	-0,13	0,008	18,800	-0,12	0,004	18,800	-0,13	7,159E-4	18,800	-0,12	0,008	18,800	-0,12	-0,006
